S. No.,College Name,College Type,State Name
26010,"Sandip Foundation's Sandip Institute of Engineering and Management, Mahiravani, Trimbak Road, Nashik 422213 (Id: C-44589)",Affiliated College,Maharashtra
26011,"Sandip Foundation's Sandip Institute of Pharmaceutical Sciences, Mahirvani, Trimbak road, Taluka & District - Nashik 422213. (Id: C-42190)",Affiliated College,Maharashtra
26012,"Sandip Foundations Sandip Institute of Technology & Research Centre, P.O.Mahirawani, Dist.Nashik (Id: C-41520)",Affiliated College,Maharashtra
26013,"Sane Guruji Shikshan Prasarak Mandal's Nasik Road Arts and Commerce College, Baragaon Pimpri, Address: baragaon pimpari, Taluka: Sinnar District: Nashik (Id: C-41468)",Affiliated College,Maharashtra
26014,"Sane Guruji Shikshan Sansthas BCS Science College, Hadapsar, Pune 28 (Id: C-42070)",Affiliated College,Maharashtra
26015,"Sangamner Nagarpalika Arts, D.J.Malpani Commerce and B.N.Sarda Science College, Sangamner, Dist.Ahmednagar (Id: C-42178)",Recognized Center,Maharashtra
26016,"Sangam Sevabhavi Trusts Ayurved College, Sanjeevan Hospital, Sangamner Dist. Ahmednagar 422605 (Id: C-41625)",Affiliated College,Maharashtra
26017,"Sanjeevani Education Societys College of Engineering, At. Sahajanandnagar, Post. Shingnapur, Tal. Kopargaon, Dist. Ahmednagar 423603 (Id: C-41474)",Affiliated College,Maharashtra
26018,"Sanjeevani Education Societys College of Engineering, Kopargaon, Dist. Ahmednagar 423603 (Id: C-41291)",Recognized Center,Maharashtra
26019,"Sanjeevani Pratishthans B.Ed.College, Kurund, Tal.Parner, Dist.Ahmednagar (Id: C-41251)",Affiliated College,Maharashtra
26020,"Sanjeevani Rural Education Societys Sanjeevani College of Pharmaceutical & Research, At. Sahajanandnagar, Post. Shinganapur, Tal. Kopargaon ,Dist.Ahmednagar (Id: C-41331)",Affiliated College,Maharashtra
26021,"Sanjeevani Rural Education Societys Shri Saibaba College of Education, Sahajanandnagar, Post.Shingnapur, Tal.Kopargaon, Dist. Ahmednagar (Id: C-41919)",Affiliated College,Maharashtra
26022,"Sanjibhai Rupajibhai Memorial Trusts Institute of Management & Research, Silvasa (Id: C-44579)",Recognized Center,Dadra & Nagar Haveli
26023,"Sanjibhai Rupajibhai Memorial Trusts S.S.R.College of Education, Sayali Silvasa 396230 (Id: C-41511)",Affiliated College,Dadra & Nagar Haveli
26024,"Sanjibhai Rupajibhai Memorial Trusts S.S.R. College of Pharmacy,U.T.Dadra Nagar Haveli, Sayali Silvasa 396230 (Id: C-41222)",Affiliated College,Dadra & Nagar Haveli
26025,"Sanjivani Rural education Society's Sanjivani Arts, Commerce and Science College Address: Sanjivani Rural Education Society, At-Sahajnanad Nagar, Taluka- Kopargaon, District-Ahmednagar Taluka: Kopargaon, District: Ahmednagar (Id: C-41583)",Affiliated College,Maharashtra
26026,"Sankalp Business School,S.No. 9/1/1, Ambegaon Bk., Behind Sinhgad College, Wadagaon Bk. Campus, Pune 411041. (Id: C-44582)",Recognized Center,Maharashtra
26027,"Sanskar Mandir Sansthas Arts & Commerce College,Warje Malwadi, Pune 52 (Id: C-42211)",Affiliated College,Maharashtra
26028,"Saraswati Mandir Sansthas Arts & Commerce College Night, Natu Baug, Pune 2 (Id: C-41971)",Affiliated College,Maharashtra
26029,"Saraswati Mandir Sansthas L.K.Phatak Institute of Technology and Management, Shukrawar Peth, Bajirao Road, Pune 411002 (Id: C-41353)",Recognized Center,Maharashtra
26030,"Saraswati Mata Shikshan Prasarak Sanstha Malegaon, Shri. B.M.Patil Arts & Commerce College, Dabhadi, Tal.Malegaon, Dist.Nashik (Id: C-41769)",Affiliated College,Maharashtra
26031,"Saraswati Vidyalaya Unions Commerce Night College, Pune 11 (Id: C-42212)",Affiliated College,Maharashtra
26032,"Sarhad Institute of Management Studies, Behind Bharati Vidyapeeth, Katraj, Pune 411043 (Id: C-41690)",Recognized Center,Maharashtra
26033,"Sarhads Sarhad College of Arts, Commerce & Science, Katraj, Pune 46 (Id: C-41270)",Affiliated College,Maharashtra
26034,"Satya Niketan Sansthas Adv. Manoharrao Nanaheb Deshmukh Arts,Science & Commerce College, Rajur Tal.Akole, Dist.Ahmednagar 422604 (Id: C-41275)",Affiliated College,Maharashtra
26035,"Seeta Rang Charitable Societys Arts, Science & Commerce College for Women, A/P. Bori B, Tal. Junnar, Dist. Pune 412411 (Id: C-41600)",Affiliated College,Maharashtra
26036,"Seva Shikshan Prasarak Mandals Dr.M.J.Paulbhudhe College of Education, Shaneshwarnagar, Vasant Tekadi, Savedi, Ahmednagar 414003 (Id: C-41219)",Affiliated College,Maharashtra
26037,"S.G.R.Education Foundations College of Commerce & Science, Chas, Ahmednagar, (Id: C-41709)",Affiliated College,Maharashtra
26038,"SGR EDUCATION FOUNDATIONs G H RAISONI INSTITUTE OF MANAGEMENT AND RESEARCH, AHMEDNAGAR (Id: C-47548)",Recognized Center,Maharashtra
26039,"Shahajirao Patil Vikas Pratishthans S.B.Patil College of Engineering, Vangali, Tal. Indapur, Dist.Pune 413106 (Id: C-41982)",Affiliated College,Maharashtra
26040,"SHAHU SHIKSHAN SANSTHAS PANDHARPUR C D DESHMUKH LAW COLLEGE, AHMEDNAGAR (Id: C-45866)",Affiliated College,Maharashtra
26041,"SHALAKA FOUNDATIONS KEYSTONE SCHOOL OF ENGINEERING, PUNE (Id: C-45882)",Affiliated College,Maharashtra
26042,"Shan Education Societys Guardian College of Education, NIBM, Kondhawa Khurd, Pune 48 (Id: C-42055)",Affiliated College,Maharashtra
26043,"Shanti Education Foundations Institute of Management Development and Research, Parag Building, Nana Peth, Pune 411002 (Id: C-41379)",Recognized Center,Maharashtra
26044,"Shanti Education Foundations Shanti College of Commerce, Hadapsar, Pune 28 (Id: C-41402)",Affiliated College,Maharashtra
26045,"Shikshan Maharshi Dr.D.Y.Patil Shikshan Sansthas Dr. D.Y.Patil College of Computer & Business Studies, Sambhajinagar, Chinchwad, Pune 19 (Id: C-41658)",Affiliated College,Maharashtra
26046,"Shikshan Prasarak Mandalis Sir Parshurambhau College Arts, Science & Commerce Tilak Road Pune 30 (Id: C-41662)",Affiliated College,Maharashtra
26047,"Shikshan Prasarak Mandals Art & Commerce College, Talegaon Dhamdhere, Tal. Shirur, Dist. Pune (Id: C-41766)",Affiliated College,Maharashtra
26048,"Shikshan Prasarak Mandals Shri Padmamani Jain College of Arts & Commerce, Pabal, Tal. Shirur, Dist. Pune (Id: C-41327)",Affiliated College,Maharashtra
26049,"Shikshan Prasarak Sansthas College of Education B.Ed., Ghulewadi, Sangamner College Campus,Sangamner, Dist. Ahmednagar (Id: C-41437)",Affiliated College,Maharashtra
26050,"Shikshan Prasarak Sansthas Law College, Sangamner, Dist. Ahmednagar 422605 (Id: C-41528)",Affiliated College,Maharashtra
26051,"Shikshan Prasarak Sanstha's Sangamner Nagarpalika Arts & D.J.Malpani Commerce & B.N.Sarda Science College Sangamner, Dist.Ahmednagar 422605 (Id: C-41870)",Affiliated College,Maharashtra
26052,"Shirur Shikshan Prasarak Mandal's Shri Chandmal Tarachand Bora Arts, Science & Commerce College Shirur (Id: C-41263)",Affiliated College,Maharashtra
26053,"Shirur S..M.s Manikchand Dariwal Institute of Rural Management and Technology, Shirur Ghodnadi, Dist. Pune 412210 (Id: C-42189)",Recognized Center,Maharashtra
26054,"Shivachhatrapati College, Centre for P.G.Research Commerce, Bodkenagar, Junnar, Dist.Pune (Id: C-41909)",Recognized Center,Maharashtra
26055,"Shivnagar Education Societys Insitute of Management, Malegaon Bk., Tal. Baramati, Dist.Pune (Id: C-42029)",Recognized Center,Maharashtra
26056,"Shivnagar Vidya Prasarak Mandals College of Commerce,Science & Computer Education, Malegaon Bk., Tal. Baramati, Dist.Pune (Id: C-42152)",Affiliated College,Maharashtra
26057,"Shivnagar Vidya Prasarak Mandals College of Pharmacy, Malegaon Bk.Tal. Baramati, Dist.Pune (Id: C-41246)",Affiliated College,Maharashtra
26058,"Shivneri Adhyapak Mahavidyalaya, Khanapur, Tal. Junnar,Dist.Pune (Id: C-41889)",Affiliated College,Maharashtra
26059,"Shivneri Institute of Business Management, Khanpur, Tal.Junnar, Dist.Pune 410502 (Id: C-41723)",Recognized Center,Maharashtra
26060,"Shiv Parvati Vikas Sanstha Arts College, Rashin, Tal. Karjat, Dist.Ahmednagar (Id: C-42201)",Affiliated College,Maharashtra
26061,"Shree Balaji Societys Law College, Tathawade, Near Wakad Police Station, Pune 33 (Id: C-42094)",Affiliated College,Maharashtra
26062,"Shree Chanakya Education Society's Indira Global Bussiness School Address: Sr. No. 64,65, Gat no. 276, Parandwadi, Near Somatane Phata, Off Old Pune Mumbai Highway, Taluka- Maval District Pune 410506 (Id: C-41359)",Affiliated College,Maharashtra
26063,"Shree Chanakya Education Societys Indira Institute of Management, Pune Mumbai Highway, Near Wakad Police Station, Tathwade, Pune 411033 (Id: C-41542)",Recognized Center,Maharashtra
26064,"Shree Mahavir Education Society's Nashik Sanghavi College of Engineering Address: Mhasrul Varvandi Road, Village Varvandi, Nashik-422202 Taluka: Dindori District: Nashik (Id: C-41333)",Affiliated College,Maharashtra
26065,"Shree Ramchandra Education Society Lonikand, Pune Shree Ramchandra College of Engineering, Address: Gat No 351 and 333/1, A/p Lonikand, Pune-Nagar Road Taluka: Haweli (excluding Corporation Area) District: Pune (Id: C-41486)",Affiliated College,Maharashtra
26066,"Shree Samarth Academics Shree Samarth College of Education & Research B.Ed. Mhasane Phata, Tal. Parner, Dist. Ahmednagar (Id: C-41626)",Affiliated College,Maharashtra
26067,"Shree Saptashringi Shikshan Sansthas Institute of Computer Management, Rural Development and Research, Sahyadri Canada Corner, Nashik 422002 (Id: C-41838)",Recognized Center,Maharashtra
26068,"Shri Anand Vidya Prasarak Mandals Sancheti College of Arts, Commerce & Science ,Thergaon,Chinchwad,Pune 33 (Id: C-41426)",Affiliated College,Maharashtra
26069,"Shri Baneshwar College of Education,Burhannagar, Ahmednagar (Id: C-41535)",Affiliated College,Maharashtra
26070,"Shri Bhairavnath Shikshan Prasarak Mandals Adhalrao Patil Institute of Management and Research, A/p.Landewadi, Chincholi, Tal.Ambegaon, Dist.Pune (Id: C-41668)",Recognized Center,Maharashtra
26071,"Shri Bhiravnathh Shikshan Prasarak Mandals Shri Bhimashankar B.Ed. College, Landewadi, Chincholi, Tal. Ambegaon, Dist. Pune (Id: C-41762)",Affiliated College,Maharashtra
26072,"Shri Bhiravnathh Shikshan Sansthas Parvatibai Dhondiba Dhankude College of Education, A/p.Nande, Tal. Mulshi, Dist. Pune (Id: C-42043)",Affiliated College,Maharashtra
26073,"Shri Brahmanand Swami Shikshan Prasarak Mandals Arts & Commerce College, Dodi Budruk Tal.Sinnar, Dist.Nashik (Id: C-42105)",Affiliated College,Maharashtra
26074,"Shri Chankya Education Societys Indira College of Engineering & Technoloogy, Parandawadi, Tal.Maval,Dist. Pune (Id: C-41944)",Affiliated College,Maharashtra
26075,"Shri Chankya Education Societys Indira College of Pharmacy, Tathawade, Pune 33 (Id: C-41396)",Affiliated College,Maharashtra
26076,"Shri Chhatrapati Education Sansthas Arts & Commerce College, Bhavaninagar, Tal. Indapur, Dist. Pune (Id: C-42146)",Affiliated College,Maharashtra
26077,"Shri Chhatrapati Sambhaji Gramvikas Pratishthan Sanchalit Shri Vasantrao Farate Patil Arts, Commerce & Science College, Mandavgan Farata, Tal.Shirur, Dist. Pune 412203 (Id: C-41832)",Affiliated College,Maharashtra
26078,"Shri Chhatrapati Sambhaji Shikshan Sansthas Sitabai Thite College of Pharmacy, Shirur, Ghodnadi, Dist . Pune 412210 (Id: C-42228)",Affiliated College,Maharashtra
26079,"Shri Chhatrapati Shivaji Shikshan Sansthas Shri Chhatrapati Shivaji College of Arts, Science & Commerce,Shrigonda, Dist. Ahmednagar 413701 (Id: C-42180)",Affiliated College,Maharashtra
26080,"Shri Dadasaheb Rajale Education Sansthas Dada Patil Rajale Arts & Science College, Adinathnagar, Tal. Pathardi, Dist. Ahmednagar 414505 (Id: C-41975)",Affiliated College,Maharashtra
26081,"SHRI DATTAKRIPA SHAIKSHNIK VA KRISHI GRAM VIKAS PRATISHTHANS SAIKRUPA INSTITUTE OF MANAGEMENT SCIENCE, AHMEDNAGAR (Id: C-45867)",Affiliated College,Maharashtra
26082,"Shridatta Krupa Education & Agriculture Rural Development Pratishthans Saikrupa College of Arts,Ghargaon, Tal. Shrigonda, Dist. Ahmednagar (Id: C-41578)",Affiliated College,Maharashtra
26083,"Shri Dattakrupa Shaikshnik & Krishi Gram Vikas Pratishthans College of Educaton, Ghargaon, Tal. Shrigonda, Dist. Ahmednagar (Id: C-41244)",Affiliated College,Maharashtra
26084,"Shri Dattakrupa Shaikshnik va Krushi Gramvikas Pratishthans Abhinav College of Commerce, Bhistabaug, Pipeline road, Wani nagar, Dist. Ahmednagar (Id: C-41523)",Affiliated College,Maharashtra
26085,"SHRI GAJANAN MAHARAJ EDUCATION SOCIETY NOBLE INSTITUTE OF BUSINESS MANAGEMENT, PUNE (Id: C-45894)",Recognized Center,Maharashtra
26086,"Shri Gajanan Maharaj Shikshan Prasarak Mandals College of Education for Women, Otur, Dumbarewadi,Tal.Junnar,Dist. Pune 412409 (Id: C-42149)",Affiliated College,Maharashtra
26087,"Shri Gajanan Maharaj Shikshan Prasarak Mandals Sharadchandra Pawar College of Engineering , At. Dumberwadi, Post. Khamundi, Tal. Junnar, Dist.Pune 412409 (Id: C-41824)",Affiliated College,Maharashtra
26088,"SHRI GAJANAN MAHARAJ SHIKSHAN PRASARAK MANDALs SHARADCHANDRA PAWAR INSTITUTE OF MANAGEMENT, DUMBERWADI, KHAMUNDI, JUNNAR (Id: C-49659)",Affiliated College,Maharashtra
26089,"Shri Gajanan Maharaj Shikshan Prasarak Sansthas Arts & Commerce College,Pradakshina Road, Alandi Devachi, Tal.Khed, Dist. Pune (Id: C-41922)",Affiliated College,Maharashtra
26090,"Shri Gurudatta Gram Vikas Pratishthans College of B.B.A. B.C.A. & B.C.S. & B.B.M. Jategaon Bk., Tal. Shirur, Dist. Pune (Id: C-41711)",Affiliated College,Maharashtra
26091,"Shri Gurudatta Shikshan Sansthas Ajitdada Pawar College of Education, Manur, Tal. Kalwan, Dist.Nashik 423501 (Id: C-41512)",Affiliated College,Maharashtra
26092,"Shri Gurudatta Shikshan Sanstha Sanchalit Loknete Dr. J.D. Pawar College of Pharmacy, Manur, Tal. Kalwan, Dist. Nashik (Id: C-44581)",Affiliated College,Maharashtra
26093,"Shri Gurudev Shikshan Prasarak Mandals Arts & Commerce College, Andarsul, Tal. Yewala, Dist.Nashik (Id: C-41796)",Affiliated College,Maharashtra
26094,"Shri Gurudev Shikshan Prasarak Mandals Swami Muktanand Science College, Yeola, Dist. Nashik 423401 (Id: C-41376)",Affiliated College,Maharashtra
26095,"Shri Jain Vidya Prasarak Mandals College Iof Education, Chinchwad, Pune 33 (Id: C-41308)",Affiliated College,Maharashtra
26096,"Shri Kanahyalal Maharaj Samajik Shaikshanik Trusts Sainath Shikshanshastra Mahavidyalay, Panchavati, Nashik (Id: C-41665)",Affiliated College,Maharashtra
26097,"Shri Kesarchand Gulabchand Munot Nevaskar Sarvajanik Trusts Arts & Commerce College, Ahmednagar 414001 (Id: C-41782)",Affiliated College,Maharashtra
26098,"Shri Khanderai Pratishthan Dnyansagar Institute of Management and Research, Balewadi, Pune 411045 (Id: C-41293)",Recognized Center,Maharashtra
26099,"Shri Khanderai Pratishthans Arts,Science & Commerce College, Balewadi, Tal.Haveli, Dist. Pune (Id: C-41459)",Affiliated College,Maharashtra
26100,"Shri Khanderai Pratishthans College of Education, Balewadi, Tal.Haveli, Dist.Pune (Id: C-41891)",Affiliated College,Maharashtra
26101,"Shri Marutrao Ghule Patil Shikshan Sansthas Jijamata College of Science & Arts, Dnyaneshwarnagar, At. Bhende Bk., Tal. Newasa, Dist.Ahmednagar 414605 (Id: C-41826)",Affiliated College,Maharashtra
26102,"Shri Mugutrao Sahebrao Kakade Mahavidyalaya Arts and Commerce, Someshwarnagar,Nira, Dist. Pune 412306 (Id: C-41509)",Affiliated College,Maharashtra
26103,"Shri Neminath Jain Brahmacharyashramas College of Engineering, Neminagar, Chandwad, Dist.Nashik 423101 (Id: C-41699)",Affiliated College,Maharashtra
26104,"Shri Neminath Jain Brahmacharyashrmas Trusts College of Pharmacy, Chandwad, Dist.Nashik 423101 (Id: C-41773)",Affiliated College,Maharashtra
26105,"Shri Sairaj Shikshan Pratishthans Vishwalata College of Commerce, Bhatgaon Manmad Road, Yeola,Nashik 423401 (Id: C-41471)",Affiliated College,Maharashtra
26106,"Shri Sant Tukaram Prasarak Mandal Arts, Science & Commerce College, Wadgaon Maval, Dist. Pune. (Id: C-41413)",Affiliated College,Maharashtra
26107,"Shri Sant Tukaram Shikshan Prasarak Mandals College of Education, Officiating Principal, Wadgaon Maval, Dist. Pune (Id: C-41884)",Affiliated College,Maharashtra
26108,"Shri Shivaji Education Societys Arts & Commerce College, Bawada, Tal. Indapur, Dist.Pune (Id: C-41647)",Affiliated College,Maharashtra
26109,"Shri Shivaji Education Societys Smt. Ratnaprabhadevi Patil Mahila Mahavidyalaya, Bawada, Tal.Indapur, Dist.Pune 413114 (Id: C-42182)",Affiliated College,Maharashtra
26110,"Shri Shivaji Maratha Societys Adhyapak Mahavidyalaya, Aranyeshwar, Pune 9 (Id: C-41617)",Affiliated College,Maharashtra
26111,"Shri Shivaji Maratha Societys Institute of Management and Research,Parvati, Aranyeshwar, Pune 411009 (Id: C-41544)",Recognized Center,Maharashtra
26112,"Shri Shivaji Maratha Societys Law College, Shukrawar Peth, Pune 2 (Id: C-41521)",Affiliated College,Maharashtra
26113,"Shri Shivaji Maratha Societys Samajbhushan Babhrao alias Appasaheb Jedhe Arts & Commerce College, Shukrawar Peth, Pune 2 (Id: C-42230)",Affiliated College,Maharashtra
26114,"Shri Shivaji Shikshan Prasarak Mandals Arts,Science & Commerce College, Rahuri, Dist.Ahmednagar 413705 (Id: C-41573)",Affiliated College,Maharashtra
26115,"Shri Shivaji Shikshan Prasarak Mandals Shri Chhatrapati Shivaji College of Engineering, Shri Shivajinagar Rahuri Factory, Dist. Ahmednagar (Id: C-41686)",Affiliated College,Maharashtra
26116,"Shri Someshwar Shikshan Prasarak Mandals Someshwar Vidnyan Mahavidyalaya,Someshwar, Tal.Baramati, Dist.Pune (Id: C-42041)",Affiliated College,Maharashtra
26117,"Shri Someshwar Shikshan Prasarak Manda Someshwar Engineering College Address: Gat No.-53, Waghal Wadi, Post - Someshwar Nagar, Taluka: Baramati, District: Pune (Id: C-41260)",Affiliated College,Maharashtra
26118,"Shri Swami Samarth Vidya Prasarak Mandals Arts College, Raolgaon, Tal. Malegaon, Dist.Nashik (Id: C-41836)",Affiliated College,Maharashtra
26119,"Shri Swami Vivekanand Shikshan Prasarak Mandals Samajbhushan Ganpatrao Kalbhor Arts, Science & Commerce College, Loni Kalbhor Tal.Haveli, Dist.Pune 412201. (Id: C-41740)",Affiliated College,Maharashtra
26120,"Shri Swaraj Education Societys Swaraj College of Commerce & Computer Studies , Dhankawadi, Pune 43 (Id: C-41454)",Affiliated College,Maharashtra
26121,"Shri Swarajya Education Societys Swarajya School of Management, Krushnabhai Gruharachana Societys, Dhankawadi, Pune 411043 (Id: C-41609)",Recognized Center,Maharashtra
26122,"Shri Tilok Jain Dnyan Prasarak Mandals Shri Anand Science College, Pathardi, Dist.Ahmednagar 414102 (Id: C-41684)",Affiliated College,Maharashtra
26123,"Shri Vighneshwara Education Societys International School of Management and Research, Bypass Pune-Saswad Road, Sr. No. 907, Near Chaitanya Lodge, Gaidhara Kanifnath College Road, Wadki, Pune 412308. (Id: C-41649)",Recognized Center,Maharashtra
26124,"Shri Vivekanand Nursing Home Trusts College of Pharmacy, Shri Shivajinagar,Rahuri Factory, Tal.Rahuri, Dist.Ahmednagar (Id: C-41253)",Affiliated College,Maharashtra
26125,"Siddhant Institute of Business Management, A/p. Sudumbare, Tal. Maval, Dist.Pune 412109 (Id: C-41220)",Recognized Center,Maharashtra
26126,"Sinhgad Business School,Erandwane, Pune 411004 (Id: C-41416)",Recognized Center,Maharashtra
26127,"Sinhgad Institute of Management, Vadgaon Bk., Pune 411041 (Id: C-41514)",Recognized Center,Maharashtra
26128,"Sinhgad Institute of Technology and Science, Narhe, Pune 411041 (Id: C-41696)",Recognized Center,Maharashtra
26129,"Sinhgad Management School, Kondhapuri, Tal.Shirur, Dist.Pune 412208 (Id: C-41277)",Recognized Center,Maharashtra
26130,"Sinhgad Technical Education Societys College of Architecture, Vadgaon bk, Sinhgad road, Pune41 (Id: C-42000)",Affiliated College,Maharashtra
26131,"Sinhgad Technical Education Societys College of Pharmacy, Vadgaon bk, Sinhgad Road, Pune 41 (Id: C-41900)",Affiliated College,Maharashtra
26132,"Sinhgad Technical Education Societys Commerce College, Kondhawa bk., Dist.Pune (Id: C-42095)",Affiliated College,Maharashtra
26133,"SINHGAD TECHNICAL EDUCATION SOCIETYS NBN SINHGAD TECHNICAL INSTITUTES CAMPUS, PUNE (Id: C-45895)",Recognized Center,Maharashtra
26134,"Sinhgad Technical Education Societys Nivrutti Babaji Navale College of Commerce, Kusagaon bk., Lonavala,Tal. Maval,Dist.Pune (Id: C-42154)",Affiliated College,Maharashtra
26135,"SINHGAD TECHNICAL EDUCATION SOCIETYS RASIKLAL M DHARIWAL SINHGAD TECHNICAL INSTITUTES CAMPUS, PUNE (Id: C-45896)",Recognized Center,Maharashtra
26136,"Sinhgad Technical Education Societys Sinhgad Academy of Engineering,Kondhawa bk., Dist.Pune 48 (Id: C-42102)",Affiliated College,Maharashtra
26137,"Sinhgad Technical Education Societys Sinhgad Arts & Commerce College ,Narhe,Tal.Haveli, Dist. Pune (Id: C-41499)",Affiliated College,Maharashtra
26138,"Sinhgad Technical Education Societys Sinhgad College of Education,Narhe Ambegaon,Pune 41 (Id: C-41795)",Affiliated College,Maharashtra
26139,"Sinhgad Technical Education Societys Sinhgad College of Education, Vadgaon bk., Sinhgad Road,Pune 41 (Id: C-42186)",Affiliated College,Maharashtra
26140,"Sinhgad Technical Education Societys Sinhgad College of Engineering, Wadgaon Bk., Pune (Id: C-41391)",Affiliated College,Maharashtra
26141,"Sinhgad Technical Education Societys Sinhgad College of Science, Vadgaon bk., Sinhgad road, Pune 41 (Id: C-41427)",Affiliated College,Maharashtra
26142,"Sinhgad Technical Education Societys Sinhgad Institute of Architecture & Design Studies, Kusagaon bk., Lonavala,Tal. Maval,Dist.Pune (Id: C-42229)",Affiliated College,Maharashtra
26143,"Sinhgad Technical Education Societys Sinhgad Institute of Hotel Management and Catering Technology, Kusgaon Bk., Lonavala, Tal. Maval, Dist.Pune 410401 (Id: C-41973)",Recognized Center,Maharashtra
26144,"Sinhgad Technical Education Societys Sinhgad Institute of Management and Computer Application, Narhe Ambegaon, Dist. Pune 411041 (Id: C-42028)",Recognized Center,Maharashtra
26145,"Sinhgad Technical Education Societys Sinhgad Institute of Management,Business Administration and Computer Application, Kusgaon Bk., Lonavala, Tal. Maval, Dist.Pune 410401 (Id: C-41698)",Recognized Center,Maharashtra
26146,"Sinhgad Technical Education Societys Sinhgad Institute of Management, Business Administration and Research, Kondhawa Bk., Pune 411048 (Id: C-42088)",Recognized Center,Maharashtra
26147,"Sinhgad Technical Education Societys Sinhgad Institute of Management, Vadgaon Bk., Off. Sinhgad Road, Pune 411041 (Id: C-41424)",Recognized Center,Maharashtra
26148,"Sinhgad Technical Education Societys Sinhgad Institute of Pharmaceutical Science, Kusagaon bk., Lonavala,Tal. Maval,Dist.Pune (Id: C-41581)",Affiliated College,Maharashtra
26149,"Sinhgad Technical Education Societys Sinhgad Institute of Pharmacy, Pune Mumbai Bypass Highway, Narhe Ambegaon,Dist.Pune 41 (Id: C-41394)",Affiliated College,Maharashtra
26150,"Sinhgad Technical Education Societys Sinhgad Institute of Technology, Kusagaon bk., Lonavala,Tal. Maval,Dist.Pune (Id: C-41599)",Affiliated College,Maharashtra
26151,"Sinhgad Technical Education Societys Sinhgad Institute of Technology & Science , Narhe Ambegaon,Pune 41 (Id: C-41214)",Affiliated College,Maharashtra
26152,"Sinhgad Technical Education Societys Sinhgad Law College, Kondhawa Bk. , Pune 48 (Id: C-41948)",Affiliated College,Maharashtra
26153,"Sinhgad Technical Education Society's Sinhgad School of Business Studies, Narhe, Pune (Id: C-44593)",Recognized Center,Maharashtra
26154,"SINHGAD TECHNICAL EDUCATION SOCIETYS SKN SINHGAD INSTITUTE OF TECHNOLOGY AND SCIENCE, PUNE (Id: C-45897)",Recognized Center,Maharashtra
26155,"Sinhgad Technical Education Society's S.K.N. Sinhgad School of Business Management, S.No. 10/1, Ambegaon Bk., Tal. Haveli, Dist. Pune 411041. (Id: C-44590)",Recognized Center,Maharashtra
26156,"Sinhgad Technical Education Societys Smt.Kashibai Navale College of Commerce, Erandwana,Pune 4 (Id: C-41729)",Affiliated College,Maharashtra
26157,"Sinhgad Technical Education Societys Smt.Kashibai Navale College of Education, Kusagaon bk., Lonavala,Tal. Maval,Dist.Pune (Id: C-41845)",Affiliated College,Maharashtra
26158,"Sinhgad Technical Education Societys Smt. Kashibai Navale College of Engineering, Vadgaon bk., Sinhgad road, Pune 41 (Id: C-41958)",Affiliated College,Maharashtra
26159,"Sinhgad Technical Education Societys Smt. Kashibai Navale College of Pharmacy, Kondhawa bk.,Dist.Pune 48 (Id: C-41232)",Affiliated College,Maharashtra
26160,"Skylark Foundations Arts, Science & Commerce College, Khed Shivapur, Tal. Haveli, Dist. Pune (Id: C-41319)",Affiliated College,Maharashtra
26161,"Snehvardhak Education Trusts B.C.S.Science College, Talegaon Dabhade, Dist.Pune (Id: C-41231)",Affiliated College,Maharashtra
26162,"Snehvardhak Mandal Shaikshnik Trusts College of Education English Medium, Talegaon Dabhade, Dist.Pune 410506 (Id: C-41401)",Affiliated College,Maharashtra
26163,"SOCIETY FOR EDUCATION DEVLOPMENT AND RESEARCH IN ARCHITECTURE AND ARTS AAYOJAN SCHOOL OF ARCHITECTURE AND DESIGN, PUNE (Id: C-45883)",Affiliated College,Maharashtra
26164,"Sou. Mathurabai Bhausaheb Thorat Sevabhavi Trusts S.M.B.T. College of Pharmacy, Nandhills, Damangaon, Tal.Igatpuri, Dist.Nashik (Id: C-41868)",Affiliated College,Maharashtra
26165,"Space Application Centre, Ahmedabad 380053 (Id: C-41358)",Recognized Center,Gujarat
26166,"S.P.Mandalis Institute of Management Research and Career Development, Yamunanagar,Akurdi,Pune 411044 (Id: C-42006)",Recognized Center,Maharashtra
26167,"S.P.Mandalis Prin.N.G.Naralkar Institute of Career Development and Research, Shaniwar Peth, Opp. Prabhat Talkies, Pune 411030 (Id: C-42170)",Recognized Center,Maharashtra
26168,"S.P.Mandals Tilak College of Education, Tilak Road, Pune 30 (Id: C-42202)",Affiliated College,Maharashtra
26169,"S.S.P.M.Mumbais Shri Swami Samarth College of Education, Agaskhind, A/p. Shenit, Tal. Sinnar, Dist.Nashik (Id: C-41430)",Affiliated College,Maharashtra
26170,"St. Andrews Education Foundations Institute of Hotel Management, Pune 411002 (Id: C-42213)",Recognized Center,Maharashtra
26171,"Subhadra Education Societys S.N.B.P.College of Arts, Commerce & Science,Morewadi,Pimpri,Pune 18 (Id: C-41659)",Affiliated College,Maharashtra
26172,"Subhadra Education Societys S.N.B.P.College of Management, Morwadi, Pimpri, Pune 411018 (Id: C-41886)",Recognized Center,Maharashtra
26173,"Subhadra Education Societys S.N.B.P.College, Yerwada, Pune 6 (Id: C-41455)",Affiliated College,Maharashtra
26174,"Subhadra Education Societys S.N.B.P.Law College, Sant Dnyaneshwar Nagar, Morwadi, Pimpri,Pune 18 (Id: C-42083)",Affiliated College,Maharashtra
